ProductID,zip,Units,Revenue,Datekey,city,state,latitude,longitude
1086,42653,1,110.1975,20101015,Whitley City,KY,36.772507,-84.47785
907,32092,1,608.9475,20141009,Saint Augustine,FL,29.955409,-81.51284
1698,40353,1,141.6975,20110909,Mount Sterling,KY,38.061248,-83.92964
1182,65203,1,233.5725,20121008,Columbia,MO,38.925204,-92.36887
1809,41017,1,230.9475,20140919,Ft Mitchell,KY,39.036361,-84.56801
449,48001,1,1039.4475,20131204,Algonac,MI,42.631359,-82.554
438,97351,1,997.4475,20150630,Independence,OR,44.849012,-123.18673
17,98855,1,412.125,20120321,Tonasket,WA,48.689509,-119.32169
487,98329,1,1102.4475,20100630,Gig Harbor,WA,47.378121,-122.7222
457,45005,1,997.4475,20150429,Franklin,OH,39.550241,-84.3087
1855,80247,1,246.6975,20111019,Denver,CO,39.693573,-104.876649
875,45211,1,524.9475,20131218,Cincinnati,OH,39.154159,-84.60527
763,52501,1,389.55,20120823,Ottumwa,IA,41.023872,-92.41741
407,85120,1,1601.1975,20120315,Apache Junction,AZ,33.4,-111.56
547,76258,1,540.6975,20110901,Pilot Point,TX,33.385645,-96.95213
1693,54952,1,330.6975,20110506,Menasha,WI,44.212448,-88.40959
204,33525,1,887.1975,20110926,Dade City,FL,28.346914,-82.20293
2015,37745,1,341.1975,20150430,Greeneville,TN,36.229928,-82.81406
2045,80643,1,514.4475,20141031,Keenesburg,CO,40.078242,-104.49916
993,35056,1,383.1975,20100528,Cullman,AL,34.196448,-86.895226
792,78236,1,80.85,20120324,San Antonio,TX,29.389767,-98.61251
449,46310,1,1039.4475,20121128,Demotte,IN,41.179017,-87.24265
1182,11758,1,220.4475,20120629,Massapequa,NY,40.68085,-73.46289
1171,10710,1,356.9475,20100507,Yonkers,NY,40.96555,-73.84506
2367,47122,1,482.475,20101201,Georgetown,IN,38.300674,-85.96698
451,80108,1,923.9475,20130405,Castle Rock,CO,39.453833,-104.885409
451,30115,1,910.8225,20120428,Canton,GA,34.194029,-84.43884
506,37774,1,1244.1975,20110606,Loudon,TN,35.725969,-84.33069
945,32940,1,702.975,20120705,Melbourne,FL,28.21981,-80.69402
908,34117,1,215.1975,20120720,Naples,FL,26.1785,-81.55495
449,48002,1,1039.4475,20130228,Allenton,MI,42.938385,-82.91582
496,35080,1,1023.6975,20110214,Helena,AL,33.280625,-86.88411
506,22630,1,1296.6975,20150601,Front Royal,VA,38.926615,-78.17499
1518,29576,1,230.9475,20120109,Murrells Inlet,SC,33.568115,-79.03226
1043,37398,1,404.1975,20110225,Winchester,TN,35.192829,-86.14045
1077,59422,1,383.1975,20120907,Choteau,MT,47.840047,-112.35083
1009,32550,1,134.925,20120831,Miramar Beach,FL,30.381934,-86.359508
779,76092,1,389.025,20130223,Southlake,TX,32.946678,-97.14523
471,44256,1,929.1975,20130312,Medina,OH,41.139849,-81.85646
2380,30043,1,366.975,20130620,Lawrenceville,GA,34.001159,-84.01487
609,60442,1,839.9475,20120531,Manhattan,IL,41.407474,-87.96883
2388,74804,1,346.4475,20131225,Shawnee,OK,35.375188,-96.93162
2391,32821,1,761.1975,20141028,Orlando,FL,28.391608,-81.47345
945,20175,1,682.4475,20120331,Leesburg,VA,39.080037,-77.58025
2133,87068,1,456.6975,20100917,Bosque Farms,NM,34.864034,-106.6895
2385,68661,1,797.475,20110430,Schuyler,NE,41.472784,-97.06915
1542,16602,1,419.895,20120427,Altoona,PA,40.50217,-78.39121
2224,90066,1,80.85,20131226,Los Angeles,CA,34.002011,-118.43083
407,12186,1,1708.8225,20100615,Voorheesville,NY,42.638481,-73.95946
2199,98292,1,240.975,20131030,Stanwood,WA,48.222046,-122.38961
1182,16056,1,209.9475,20100629,Saxonburg,PA,40.732393,-79.83422
2350,95361,1,372.225,20150424,Oakdale,CA,37.776528,-120.84756
449,43302,1,1023.6975,20120628,Marion,OH,40.589747,-83.12173
449,33991,1,1039.4475,20120930,Cape Coral,FL,26.634338,-82.00674
930,37922,1,582.6975,20101112,Knoxville,TN,35.875925,-84.12608
1223,15627,1,446.1975,20130619,Derry,PA,40.339547,-79.30172
1182,23603,1,225.6975,20100420,Newport News,VA,37.193712,-76.57178
963,30144,1,432.6,20120728,Kennesaw,GA,34.038949,-84.59706
690,85022,1,367.4475,20150215,Phoenix,AZ,33.630497,-112.0521
908,70454,1,241.4475,20140225,Ponchatoula,LA,30.427599,-90.41728
719,28642,1,104.9475,20140324,Jonesville,NC,36.227576,-80.82988
778,66048,1,151.2,20120330,Leavenworth,KS,39.298776,-94.93555
438,75093,1,997.4475,20150109,Plano,TX,33.03505,-96.80492
2393,32803,1,110.1975,20101005,Orlando,FL,28.557579,-81.35244
471,95070,1,968.5725,20130830,Saratoga,CA,37.270543,-122.02305
1053,15840,1,293.9475,20150414,Falls Creek,PA,41.160521,-78.81129
1541,92860,1,419.895,20150203,Norco,CA,33.925885,-117.55978
405,18444,1,1916.1975,20100723,Moscow,PA,41.344794,-75.52671
1416,13147,1,472.395,20100706,Scipio Center,NY,42.774714,-76.57045
567,80026,1,811.0725,20130521,Lafayette,CO,40.002156,-105.10036
506,53119,1,1249.4475,20120414,Eagle,WI,42.881035,-88.47117
1182,27332,1,220.4475,20120522,Sanford,NC,35.401023,-79.14419
407,32905,1,1601.1975,20120207,Palm Bay,FL,28.031689,-80.60014
1022,93003,1,157.4475,20100407,Ventura,CA,34.268736,-119.2249
2123,12019,1,650.9475,20150508,Ballston Lake,NY,42.916343,-73.86657
2051,33619,1,750.6975,20120710,Tampa,FL,27.94605,-82.37525
2218,31312,1,157.4475,20120130,Guyton,GA,32.313816,-81.3908
589,33701,1,892.4475,20140221,Saint Petersburg,FL,27.770955,-82.63931
1703,95824,1,99.6975,20130724,Sacramento,CA,38.518356,-121.44378
1774,89139,1,892.4475,20120828,Las Vegas,NV,36.031873,-115.20342
762,80134,1,194.1975,20141013,Parker,CO,39.508608,-104.78031
1696,50312,1,183.6975,20120501,Des Moines,IA,41.587039,-93.67356
1085,67502,1,112.8225,20110228,Hutchinson,KS,38.094945,-97.929
1830,37922,1,314.9475,20100805,Knoxville,TN,35.875925,-84.12608
449,31804,1,1039.4475,20120831,Cataula,GA,32.651617,-84.88805
2115,75069,1,671.9475,20141107,McKinney,TX,33.195073,-96.60363
945,92124,1,682.4475,20110708,San Diego,CA,32.822815,-117.09844
900,77331,1,288.6975,20140624,Coldspring,TX,30.619313,-95.13802
585,33131,1,419.9475,20140929,Miami,FL,25.767368,-80.1893
559,85295,1,629.9475,20150602,Gilbert,AZ,33.3,-111.74
614,80525,1,682.4475,20130422,Fort Collins,CO,40.532354,-105.0535
1049,62401,1,267.6975,20140502,Effingham,IL,39.123807,-88.56
2086,78340,1,283.4475,20130330,Bayside,TX,28.103283,-97.20757
2355,90746,1,687.225,20150121,Carson,CA,33.857416,-118.25633
2368,35124,1,823.725,20140329,Pelham,AL,33.317471,-86.78726
1115,92860,1,446.1975,20120630,Norco,CA,33.925885,-117.55978
561,39567,1,745.4475,20140508,Pascagoula,MS,30.362203,-88.5469
604,49456,1,540.6975,20110708,Spring Lake,MI,43.08767,-86.19345
1441,83001,1,498.6975,20130628,Jackson,WY,43.468383,-110.75714
58,28403,1,367.4475,20120424,Wilmington,NC,34.221512,-77.88452
1908,98502,1,425.1975,20120627,Olympia,WA,47.071484,-122.97702
819,92584,1,1422.6975,20130209,Menifee,CA,33.66035,-117.18987
438,94572,1,997.4475,20150425,Rodeo,CA,38.031271,-122.26213
487,72132,1,1102.4475,20100817,Redfield,AR,34.443452,-92.1854
585,92220,1,419.9475,20110911,Banning,CA,33.920803,-116.87897
1687,53217,1,734.9475,20140331,Milwaukee,WI,43.14351,-87.90894
2218,71360,1,165.375,20111108,Pineville,LA,31.352105,-92.4006
1433,82901,1,404.1975,20130517,Rock Springs,WY,41.594542,-109.16304
2236,60046,1,198.975,20110609,Lake Villa,IL,42.410687,-88.05462
2331,23225,1,750.225,20140605,Richmond,VA,37.51918,-77.49851
820,29681,1,1049.9475,20130629,Simpsonville,SC,34.762693,-82.24512
465,27565,1,1181.1975,20130924,Oxford,NC,36.340501,-78.61595
585,43076,1,419.9475,20130501,Thornville,OH,39.909915,-82.41013
1141,32907,1,866.1975,20101231,Palm Bay,FL,28.012241,-80.67729
585,27948,1,419.9475,20150331,Kill Devil Hills,NC,36.022242,-75.67686
556,70458,1,855.6975,20141116,Slidell,LA,30.269565,-89.77587
1175,38701,1,629.9475,20100930,Greenville,MS,33.380388,-91.05187
548,47235,1,519.6975,20150130,Freetown,IN,38.982358,-86.13561
736,98053,1,443.1,20120818,Redmond,WA,47.640972,-122.03318
487,92058,1,1102.4475,20150310,Oceanside,CA,33.016928,-116.846046
2045,80033,1,608.9475,20120320,Wheat Ridge,CO,39.774341,-105.10036
1827,32962,1,257.1975,20110401,Vero Beach,FL,27.582151,-80.39141
653,98387,1,881.9475,20131101,Spanaway,WA,47.077796,-122.40517
849,92011,1,341.1975,20131028,Carlsbad,CA,33.1,-117.29
2389,34601,1,881.475,20111129,Brooksville,FL,28.566183,-82.38002
470,37920,1,1039.4475,20130129,Knoxville,TN,35.923517,-83.89042
506,43219,1,1359.6975,20131015,Columbus,OH,40.002514,-82.92589
963,30710,1,432.6,20120331,Cohutta,GA,34.935105,-84.94642
449,95628,1,1049.9475,20130611,Fair Oaks,CA,38.654803,-121.26529
1000,54956,1,107.5725,20100107,Neenah,WI,44.180085,-88.48273
1140,30047,1,829.4475,20140430,Lilburn,GA,33.872371,-84.11655
792,64489,1,73.4475,20131130,Stanberry,MO,40.218842,-94.5455
511,78503,1,1732.4475,20130607,Mcallen,TX,26.172018,-98.25042
760,93536,1,167.9475,20101028,Lancaster,CA,34.728857,-118.32683
690,50072,1,419.9475,20100823,Earlham,IA,41.468077,-94.12488
545,95367,1,787.4475,20111028,Riverbank,CA,37.731272,-120.94365
1105,20646,1,259.8225,20100331,La Plata,MD,38.528103,-76.98063
200,25427,1,1102.4475,20100608,Hedgesville,WV,39.540636,-78.05882
759,27104,2,382.2,20130330,Winston Salem,NC,36.094104,-80.31503
779,83404,1,346.4475,20140914,Idaho Falls,ID,43.465998,-112.01425
449,80631,1,1039.4475,20130326,Greeley,CO,40.421845,-104.69175
405,98024,1,1916.1975,20141127,Fall City,WA,47.565642,-121.88638
1177,52753,1,251.9475,20130415,Le Claire,IA,41.609382,-90.35986
465,32927,1,1181.1975,20140524,Cocoa,FL,28.47123,-80.79887
2207,95603,1,102.3225,20100527,Auburn,CA,38.909605,-121.07971
760,67420,1,167.9475,20100731,Beloit,KS,39.440546,-98.07736
2332,32084,1,571.725,20110915,Saint Augustine,FL,29.87131,-81.29464
2015,30188,1,427.8225,20140416,Woodstock,GA,34.108027,-84.4843
1086,73080,1,123.3225,20120428,Purcell,OK,35.017656,-97.39646
2236,45735,1,183.6975,20140811,Guysville,OH,39.262298,-81.92977
945,76384,1,682.4475,20100715,Vernon,TX,34.142094,-99.29649
907,89149,1,629.9475,20140807,Las Vegas,NV,36.266266,-115.28656
945,15801,1,682.4475,20100720,Du Bois,PA,41.125563,-78.74648
292,55406,1,697.9875,20140131,Minneapolis,MN,44.938615,-93.22082
1182,28314,1,209.9475,20141006,Fayetteville,NC,35.060087,-79.00848
407,43701,1,1601.1975,20101115,Zanesville,OH,39.949377,-82.00492
2206,84078,1,102.3225,20100730,Vernal,UT,40.514262,-109.54223
1906,62024,1,708.6975,20120430,East Alton,IL,38.868136,-90.08023
449,27248,1,1039.4475,20130611,Franklinville,NC,35.761433,-79.69835
1722,67208,1,73.4475,20120531,Wichita,KS,37.701997,-97.28114
907,78728,1,656.1975,20100529,Austin,TX,30.451803,-97.67989
782,71270,1,125.9475,20101228,Ruston,LA,32.52476,-92.64696
925,30033,1,314.9475,20140428,Decatur,GA,33.811354,-84.28335
711,89147,1,236.1975,20121106,Las Vegas,NV,36.113059,-115.27343
2206,53076,1,117.6,20140328,Richfield,WI,43.265289,-88.20144
2150,19525,1,551.1975,20120320,Gilbertsville,PA,40.311246,-75.594
449,42171,1,1070.9475,20140426,Smiths Grove,KY,37.046968,-86.17181
433,21921,1,997.4475,20100805,Elkton,MD,39.626736,-75.84294
927,79925,1,603.225,20131213,El Paso,TX,31.782408,-106.36353
1272,95320,1,530.1975,20131007,Escalon,CA,37.797806,-121.00179
1127,80233,1,766.4475,20100520,Denver,CO,39.903043,-104.9544
478,30730,1,1443.6975,20110525,Lyerly,GA,34.376063,-85.4043
2255,29128,1,72.975,20120203,Rembert,SC,34.094472,-80.54447
470,59714,1,1039.4475,20130415,Belgrade,MT,45.85291,-111.18037
236,28037,1,577.2375,20101029,Denver,NC,35.501448,-81.00412
826,52218,1,1217.9475,20120524,Coggon,IA,42.291075,-91.54024
183,98466,1,790.125,20131228,Tacoma,WA,47.230402,-122.53272
449,54981,1,1102.185,20110822,Waupaca,WI,44.331217,-89.11499
965,38654,1,509.1975,20150629,Olive Branch,MS,34.954106,-89.83743
808,44035,1,338.5725,20110131,Elyria,OH,41.369846,-82.10874
793,71486,1,102.9,20120127,Zwolle,LA,31.597407,-93.66397
1179,44089,1,624.6975,20131021,Vermilion,OH,41.407845,-82.3648
1171,77095,1,356.9475,20110514,Houston,TX,29.896656,-95.64842
734,85035,1,398.9475,20150616,Phoenix,AZ,33.472492,-112.1875
461,98589,1,1220.5725,20131223,Tenino,WA,46.857968,-122.8326
605,44024,1,419.9475,20100312,Chardon,OH,41.574171,-81.19473
132,98058,1,782.25,20140430,Renton,WA,47.448322,-122.14584
559,78223,1,629.9475,20150409,San Antonio,TX,29.352352,-98.43215
506,17922,1,1359.6975,20131031,Auburn,PA,40.594185,-76.13162
780,29135,1,351.6975,20150415,Saint Matthews,SC,33.675533,-80.79563
2090,37912,1,383.1975,20150331,Knoxville,TN,36.008048,-83.97962
1175,94568,1,614.1975,20140811,Dublin,CA,37.714179,-121.92567
2359,14150,1,467.1975,20130620,Tonawanda,NY,43.001907,-78.8631
470,84109,1,1023.6975,20120712,Salt Lake City,UT,40.705747,-111.79973
506,91342,1,1296.6975,20150330,Sylmar,CA,34.307877,-118.42904
491,29209,1,892.4475,20110103,Columbia,SC,33.968011,-80.93844
1305,92530,1,419.9475,20110117,Lake Elsinore,CA,33.675893,-117.34946
449,22134,1,1023.6975,20111231,Quantico,VA,38.503139,-77.33372
1059,21740,1,170.5725,20120308,Hagerstown,MD,39.633946,-77.73025
927,99223,1,514.4475,20150604,Spokane,WA,47.614744,-117.35892
782,43619,1,129.675,20140626,Northwood,OH,41.607416,-83.48322
1194,30215,1,803.1975,20140612,Fayetteville,GA,33.40147,-84.46271
506,68943,1,1359.6975,20140326,Hardy,NE,40.023871,-97.9101
2331,12077,1,655.725,20101116,Glenmont,NY,42.600551,-73.79621
2277,28227,1,330.225,20130430,Charlotte,NC,35.192919,-80.66822
615,55434,1,682.4475,20100903,Minneapolis,MN,45.164248,-93.2531
822,77044,1,393.6975,20140329,Houston,TX,29.88277,-95.16782
428,41048,1,1196.9475,20131009,Hebron,KY,39.0805,-84.68754
1809,94127,1,230.9475,20140711,San Francisco,CA,37.734964,-122.4597
656,44054,1,950.1975,20140421,Sheffield Lake,OH,41.48054,-82.09914
2238,21673,1,136.4475,20141127,Trappe,MD,38.662533,-76.07009
916,92310,1,839.9475,20120121,Fort Irwin,CA,35.262763,-116.69452
690,23701,1,419.9475,20120228,Portsmouth,VA,36.810448,-76.36811
1115,92691,1,422.5725,20141130,Mission Viejo,CA,33.611272,-117.66681
2045,31061,1,493.4475,20100227,Milledgeville,GA,33.083579,-83.23397
342,33136,1,708.4875,20150630,Miami,FL,25.786326,-80.2029
1341,92501,1,325.395,20100810,Riverside,CA,33.991181,-117.37074
2054,33811,1,729.6975,20140430,Lakeland,FL,27.978316,-82.00841
449,62294,1,1102.185,20110407,Troy,IL,38.725498,-89.88891
2206,48471,1,97.0725,20101230,Sandusky,MI,43.418054,-82.83687
209,28173,1,1601.1975,20140122,Waxhaw,NC,34.929433,-80.73061
1062,77375,1,157.4475,20100609,Tomball,TX,30.073775,-95.61882
1650,74055,1,519.6975,20140310,Owasso,OK,36.278298,-95.8305
2286,98950,1,834.225,20130207,Vantage,WA,46.880413,-119.98939
1089,33703,1,383.1975,20150428,Saint Petersburg,FL,27.816977,-82.62795
1871,33771,1,997.4475,20130214,Largo,FL,27.906088,-82.7553
2136,34109,1,461.9475,20130209,Naples,FL,26.240637,-81.76663
1518,16001,1,230.895,20150430,Butler,PA,40.877664,-79.9113
1920,59870,1,278.1975,20150521,Stevensville,MT,46.53135,-114.03182
1583,59715,1,472.395,20100228,Bozeman,MT,45.707153,-110.9878
2332,55746,1,534.975,20110629,Hibbing,MN,47.413817,-92.94228
1177,44870,1,262.4475,20130228,Sandusky,OH,41.42646,-82.71083
590,74429,1,892.4475,20100206,Coweta,OK,35.94785,-95.6377
2138,87053,1,461.9475,20110115,San Ysidro,NM,35.527064,-106.80866
585,93035,1,425.1975,20120904,Oxnard,CA,34.179304,-119.22189
733,83642,1,377.9475,20140818,Meridian,ID,43.609434,-116.39642
659,13159,1,1553.9475,20110218,Tully,NY,42.802031,-76.12717
1049,13069,1,278.1975,20110630,Fulton,NY,43.32347,-76.40029
803,58703,1,162.6975,20100210,Minot,ND,48.277024,-101.31942
793,52659,1,89.1975,20141022,Winfield,IA,41.126832,-91.44152
2263,79707,1,366.975,20130912,Midland,TX,32.021056,-102.16008
2269,15147,1,375.375,20111013,Verona,PA,40.498218,-79.83426
449,29566,1,1102.185,20101118,Little River,SC,33.873017,-78.64282
1852,22503,1,167.9475,20141127,Lancaster,VA,37.732696,-76.51554
451,92116,1,921.3225,20121220,San Diego,CA,32.76235,-117.12246
1391,17837,1,194.145,20120105,Lewisburg,PA,40.965348,-76.9139
1171,28760,1,393.6975,20140225,Naples,NC,35.381677,-82.481257
1183,11801,1,724.4475,20120601,Hicksville,NY,40.763355,-73.52323
972,35750,1,666.6975,20120323,Hazel Green,AL,34.948321,-86.58988
734,33325,1,425.1975,20101103,Fort Lauderdale,FL,26.112924,-80.32097
1077,26582,1,383.1975,20110721,Mannington,WV,39.527817,-80.3586
506,53511,1,1244.1975,20110513,Beloit,WI,42.526464,-89.04291
1995,26568,1,446.1975,20100630,Enterprise,WV,39.422397,-80.27564
1567,41055,1,414.6975,20120906,Mayslick,KY,38.52217,-83.85894
506,70605,1,1296.6975,20141027,Lake Charles,LA,30.165907,-93.24905
1000,29360,1,107.5725,20100319,Laurens,SC,34.503167,-82.02271
489,85132,1,997.4475,20150205,Florence,AZ,32.95,-111.23
1059,71602,1,167.9475,20101228,White Hall,AR,34.261359,-92.09592
907,74104,1,629.9475,20100319,Tulsa,OK,36.146143,-95.95414
2394,92692,1,152.1975,20100625,Mission Viejo,CA,33.615462,-117.64093
407,74063,1,1627.4475,20120828,Sand Springs,OK,36.139385,-96.16523
19,62231,1,393.6975,20121229,Carlyle,IL,38.623384,-89.36368
689,12225,1,209.7375,20150305,Albany,NY,42.614852,-73.970812
781,29118,1,125.9475,20111201,Orangeburg,SC,33.548282,-80.88513
438,19945,1,997.4475,20150413,Frankford,DE,38.511469,-75.18364
589,16214,1,839.9475,20120518,Clarion,PA,41.199396,-79.37196
2332,92336,1,571.725,20130309,Fontana,CA,34.125147,-117.45818
1053,67144,1,330.6975,20120529,Towanda,KS,37.804776,-97.01477
782,27606,1,110.1975,20100520,Raleigh,NC,35.758268,-78.71783
2275,89117,1,445.725,20130320,Las Vegas,NV,36.140974,-115.28205
2206,38201,2,235.2,20140630,McKenzie,TN,36.133065,-88.52246
2275,12763,1,377.9475,20140731,Mountain Dale,NY,41.690795,-74.52273
2254,78061,1,72.975,20120518,Pearsall,TX,28.888468,-99.09005
507,22193,1,2047.4475,20140505,Woodbridge,VA,38.646375,-77.34469
407,56520,1,1708.8225,20150212,Breckenridge,MN,46.27324,-96.54888
2207,99645,1,102.3225,20150510,Palmer,AK,61.598203,-149.04109
470,62966,1,1102.185,20110125,Murphysboro,IL,37.771806,-89.33971
1845,34761,1,110.1975,20140430,Ocoee,FL,28.574628,-81.52946
734,90024,1,430.4475,20110815,Los Angeles,CA,34.063209,-118.43643
720,26257,1,104.9475,20130830,Coalton,WV,38.916124,-80.00221
993,29626,1,419.9475,20110920,Anderson,SC,34.464572,-82.74032
